GENE,COMMON,gal1RGexp,gal4RGexp,gal80Rexp,gal1RGsig,gal4RGsig,gal80Rsig
YCR073C,SSK22,0.075,0.361,0.36,4.92E-01,1.75E-01,1.48E-01
YNL260C,YNL260C,-0.03,-0.376,0.388,6.86E-01,9.05E-03,1.09E-02
YBR167C,POP7,-0.011,-0.163,0.391,8.47E-01,9.21E-02,5.71E-03
YJR151C,YJR151C,0.067,-0.137,-0.567,8.24E-02,4.86E-01,7.34E-02
YOL029C,YOL029C,-0.131,-0.518,0.426,2.13E-02,6.77E-04,9.38E-03
YHR193C,EGD2,0.003,-0.175,0.077,9.38E-01,1.18E-03,2.02E-01
YBL062W,YBL062W,-0.089,-0.782,0.195,2.24E-01,1.99E-04,4.92E-01
YGR287C,YGR287C,-0.097,0.305,-1.009,1.55E-01,3.75E-05,1.74E-05
YOR271C,YOR271C,0.223,-0.361,0.481,1.38E-04,2.77E-02,1.09E-05
YOR344C,TYE7,0.028,-0.505,0.283,5.35E-01,1.55E-06,6.55E-05
YFR010W,UBP6,0.234,-0.006,0.184,1.76E-05,8.84E-01,7.41E-03
YIL140W,SRO4,0.039,-0.074,-0.199,3.84E-01,2.75E-01,5.67E-02
YER104W,YER104W,0.116,-0.221,0.248,9.39E-02,2.01E-02,1.32E-01
YGL255W,ZRT1,-0.134,-0.12,0.024,1.11E-02,1.28E-01,8.51E-01
YBR094W,YBR094W,-0.004,-0.219,-0.073,9.59E-01,3.15E-01,8.01E-01
YNL333W,SNZ2,0.215,0.17,-0.077,6.93E-04,1.11E-03,3.53E-01
YPL008W,CHL1,0.07,0.474,-0.002,6.60E-01,3.29E-06,1.00E+00
YFR011C,YFR011C,-0.237,-0.146,-0.299,9.86E-06,2.10E-02,5.04E-07
YER105C,NUP157,0.021,0.028,0.046,6.95E-01,8.29E-01,7.69E-01
YGL183C,YGL183C,-0.907,-0.259,0,1.92E-06,9.62E-02,1.00E+00
YLR110C,YLR110C,-0.018,0.326,-0.348,6.20E-01,1.12E-06,3.85E-08
YBR095C,YBR095C,0.207,-0.224,0.437,1.85E-04,9.15E-03,2.12E-03
YNL334C,SNO2,0.12,-0.095,-0.071,4.05E-02,2.29E-01,4.93E-01
YPL009C,YPL009C,0.323,-0.305,0.452,1.31E-06,4.21E-02,2.37E-03
YDL021W,GPM2,-0.325,0.083,-0.581,2.40E-05,3.33E-01,2.30E-13
YCL042W,YCL042W,-0.226,0.663,-0.72,3.43E-03,1.57E-09,2.98E-08
YBL063W,KIP1,0.037,-0.018,-0.005,3.95E-01,7.59E-01,9.59E-01
YOR345C,YOR345C,0.21,-0.533,0.091,9.02E-02,3.88E-02,5.66E-01
YJL120W,YJL120W,-0.265,-0.142,-0.549,7.44E-05,1.89E-01,3.86E-03
YIL141W,YIL141W,-0.377,-0.837,0.541,3.40E-05,2.19E-04,7.52E-02
YER032W,FIR1,0.228,-0.262,0.048,5.62E-04,3.87E-02,7.04E-01
YEL001C,YEL001C,-0.167,-0.176,-0.25,2.28E-04,1.47E-03,8.76E-06
YDR053W,YDR053W,0.149,-0.181,0.448,3.04E-01,4.29E-01,3.16E-01
YGL256W,ADH4,-0.165,0.11,-0.404,4.91E-04,1.58E-02,3.87E-06
YCL043C,PDI1,-0.306,0.105,-0.226,6.10E-08,3.12E-02,2.70E-05
YNL261W,ORC5,-0.211,-0.18,0.129,3.74E-04,2.11E-02,2.71E-01
YBR168W,YBR168W,0.05,0.098,0.135,3.22E-01,8.00E-02,2.03E-01
YBL064C,YBL064C,0.014,0.191,-0.269,7.70E-01,1.28E-04,2.94E-05
YKL100C,YKL100C,-0.094,0.291,-0.228,2.31E-02,1.59E-04,2.94E-04
YJR152W,DAL5,0.128,-0.389,-0.05,1.01E-01,2.95E-01,8.29E-01
YJL121C,RPE1,-0.159,-0.02,-0.521,2.36E-04,6.52E-01,2.91E-11
YDR410C,STE14,-0.215,-0.307,0.026,4.28E-04,9.46E-05,8.10E-01
YHR194W,YHR194W,-0.122,0.301,-0.191,1.82E-02,4.58E-05,1.23E-01
YER033C,YER033C,-0.122,-0.008,0.033,5.39E-02,9.29E-01,7.86E-01
YDR054C,CDC34,0.238,-0.038,0.308,1.07E-05,3.94E-01,2.58E-04
YGR288W,MAL13,-0.149,0.134,-0.034,2.08E-03,8.31E-03,7.32E-01
YOR272W,YTM1,0.142,-0.405,0.595,1.67E-03,1.61E-03,1.14E-04
YGL184C,YGL184C,-0.267,-0.406,1.029,2.32E-05,5.09E-05,1.58E-07
YCR075C,ERS1,-0.089,0.374,-0.389,7.26E-02,2.67E-07,6.76E-04
YGL257C,MNT2,-0.004,-0.103,0.146,9.20E-01,2.23E-01,2.82E-01
YJR080C,YJR080C,0.134,0.062,-0.263,1.91E-03,1.38E-01,4.67E-04
YBR169C,SSE2,-0.561,0.24,-0.593,1.01E-06,1.33E-02,2.17E-08
YDL022W,GPD1,-0.625,0.119,-0.296,2.48E-11,5.28E-03,6.84E-07
YGR289C,MAL11,0.062,0.566,-0.533,3.57E-01,1.81E-06,8.90E-03
YOR273C,YOR273C,0.15,0.392,0.136,1.24E-02,4.29E-06,3.20E-01
YFR012W,YFR012W,0.078,-0.079,0.036,5.71E-02,8.35E-02,5.29E-01
YIL142W,CCT2,0.033,-0.216,0.245,4.27E-01,8.96E-04,5.86E-04
YER106W,YER106W,-0.191,-0.191,-0.413,4.96E-01,1.94E-01,3.04E-01
YEL002C,WBP1,-0.154,-0.009,-0.176,1.50E-03,8.41E-01,2.07E-03
YDR127W,ARO1,0.224,0.091,0.318,1.53E-05,7.45E-02,2.33E-03
YPL220W,RPL1A,-0.391,-0.231,-0.175,5.32E-07,1.36E-04,2.93E-03
YLR111W,YLR111W,-0.221,0,0,4.86E-01,1.00E+00,1.00E+00
YDL023C,YDL023C,-0.712,0.497,-0.406,4.56E-11,1.89E-05,1.71E-08
YBR096W,YBR096W,-0.077,-0.098,0.011,6.12E-02,6.70E-02,9.01E-01
YCL044C,YCL044C,0.068,0.051,0.104,1.66E-01,3.51E-01,3.60E-01
YNL262W,POL2,0.093,0.037,-0.37,1.31E-01,3.64E-01,2.25E-08
YJR153W,PGU1,-0.069,0.05,0.175,3.65E-01,6.87E-01,3.08E-01
YNL335W,YNL335W,-0.044,0.004,0.177,6.35E-01,9.79E-01,1.76E-01
YDR411C,YDR411C,-0.19,0.317,-0.702,7.37E-04,3.49E-06,2.48E-11
YIL070C,MAM33,0.033,0.146,-0.339,6.84E-01,3.31E-03,9.00E-06
YHR195W,VAB36,-0.054,0.069,0.257,1.83E-01,1.35E-01,7.61E-04
YIL143C,SSL2,0.124,0.069,0.264,1.96E-02,3.67E-01,4.54E-02
YER107C,GLE2,0.035,-0.11,0.296,3.99E-01,1.05E-01,1.98E-02
YGL185C,YGL185C,0.112,-0.12,0.227,3.62E-02,1.44E-01,7.95E-02
YOR346W,REV1,0.102,0.326,0,4.05E-01,1.01E-01,7.82E-01
YCR076C,YCR076C,-0.127,0.068,0.055,7.89E-03,1.92E-01,5.29E-01
YNL263C,YIF1,-0.005,0.043,-0.323,8.89E-01,3.00E-01,2.16E-06
YBL065W,YBL065W,0.279,0,0,4.19E-02,1.00E+00,1.00E+00
YKL101W,HSL1,-0.01,0.78,0.439,9.64E-01,1.69E-09,3.02E-03
YJL122W,YJL122W,0.171,-0.79,0.488,1.92E-03,4.16E-06,2.20E-02
YOR347C,PYK2,-0.232,0.002,-0.098,3.19E-05,9.64E-01,1.26E-01
YFR013W,YFR013W,0.054,-0.538,-0.148,4.12E-01,1.21E-02,7.10E-01
YER034W,YER034W,-0.003,-0.66,0.45,9.59E-01,6.56E-05,3.35E-02
YDR055W,PST1,-0.916,-0.482,-0.426,1.05E-12,3.09E-06,4.59E-07
YDR128W,YDR128W,0.213,0.207,0.237,2.67E-01,1.54E-02,6.01E-02
YPL221W,BOP1,-0.173,-0.322,-0.032,1.58E-04,1.91E-04,6.86E-01
YGL258W,YGL258W,0.148,0.172,-0.076,1.48E-03,1.51E-03,4.12E-01
YLR112W,YLR112W,-0.082,-0.065,-0.275,5.21E-01,6.75E-01,2.73E-01
YDL024C,YDL024C,-0.316,0.677,-0.047,9.78E-06,1.40E-05,7.67E-01
YKR060W,YKR060W,0.06,-0.071,0.073,1.98E-01,2.64E-01,5.27E-01
YBR097W,VPS15,0.143,0,0,5.45E-01,9.08E-01,4.94E-01
YCL045C,YCL045C,-0.102,-0.224,0.093,1.11E-02,2.00E-04,1.83E-01
YNL190W,YNL190W,-0.215,0.041,-0.178,2.76E-05,2.99E-01,9.16E-04
YNL336W,COS1,-0.141,0.226,-0.544,1.32E-02,1.93E-04,2.52E-12
YJR154W,YJR154W,-0.498,-0.76,0,3.59E-04,1.50E-03,9.23E-01
YKL102C,YKL102C,-0.262,-0.158,0,7.59E-02,4.67E-01,7.37E-01
YBL066C,SEF1,-0.337,0.22,0.092,4.65E-03,2.22E-05,3.30E-01
YJL123C,YJL123C,0.325,-0.169,0.38,4.53E-07,4.11E-03,7.02E-05
YFR014C,CMK1,0.229,0.304,0.047,1.14E-05,8.17E-06,6.41E-01
YIL071C,YIL071C,-0.17,-0.056,0.052,3.60E-03,4.18E-01,6.40E-01
YHR196W,YHR196W,0.297,-1.236,0.663,1.46E-05,3.67E-06,2.89E-03
YPR180W,AOS1,0.17,0.105,0.109,6.59E-04,1.48E-01,2.19E-01
YER108C,FLO8,0.134,-0.359,0.072,5.71E-03,7.18E-05,5.72E-01
YDR056C,YDR056C,-0.056,-0.114,0.04,1.74E-01,5.31E-02,5.51E-01
YOR274W,MOD5,0.103,-0.027,0.514,5.21E-02,8.69E-01,2.03E-03
YLR040C,YLR040C,-0.288,-0.101,-0.522,8.16E-05,2.40E-01,5.75E-02
YGL186C,YGL186C,-0.328,-0.29,-0.076,1.65E-07,9.09E-05,3.15E-01
YDR129C,SAC6,0.006,0.063,-0.173,8.70E-01,1.68E-01,8.45E-03
YCR077C,PAT1,-0.034,0.114,-0.06,3.30E-01,1.02E-02,3.53E-01
YNL264C,PDR17,-0.295,-0.266,-0.148,6.25E-07,6.04E-04,1.42E-01
YJR082C,YJR082C,-0.026,-0.215,0.276,7.35E-01,3.09E-02,5.08E-02
YEL003W,GIM4,0.025,-0.495,0.053,7.68E-01,2.42E-03,7.96E-01
YPR181C,SEC23,-0.035,0.154,-0.297,3.75E-01,1.32E-03,1.18E-05
YJL050W,MTR4,0.095,-0.403,0.574,6.67E-02,1.93E-01,7.85E-02
YOR275C,YOR275C,0.018,0.116,0.197,6.87E-01,9.65E-02,4.92E-02
YOR348C,PUT4,1.022,0.773,1.726,2.80E-10,1.13E-04,1.55E-08
YDR412W,YDR412W,0.067,-0.641,0.991,2.72E-01,1.69E-05,2.47E-05
YIL144W,TID3,0.351,-0.251,0.544,4.02E-06,2.50E-03,8.01E-05
YER035W,YER035W,0.03,0.24,-0.08,5.19E-01,3.85E-04,3.14E-01
YPL222W,YPL222W,0.344,0.284,0.514,6.97E-07,1.37E-04,4.62E-05
YGL259W,YPS5,-0.166,0.372,-0.352,4.28E-04,1.20E-05,3.08E-03
YLR113W,HOG1,-0.23,0.1,-0.376,6.27E-05,2.40E-02,8.30E-08
YDL025C,YDL025C,-0.038,-0.108,0.045,2.94E-01,4.59E-02,4.82E-01
YKR061W,KTR2,-0.394,-0.416,-0.058,1.31E-07,1.75E-05,6.56E-01
YNL191W,YNL191W,0.248,-0.326,0.453,3.78E-05,5.03E-04,1.56E-03
YBR098W,YBR098W,0.097,0.666,-1.282,4.14E-01,8.80E-05,1.84E-05
YBL067C,UBP13,0.274,-0.077,0.549,5.74E-04,2.52E-01,9.42E-05
YJR155W,AAD10,-0.095,0.209,-0.12,1.01E-01,5.03E-04,2.59E-01
YKL103C,LAP4,-0.397,0.143,-0.488,4.68E-06,2.39E-02,8.11E-10
YNL337W,YNL337W,0.129,-0.043,0.468,6.12E-01,7.68E-01,5.21E-02
YJL124C,LSM1,0.034,-0.222,-0.058,4.54E-01,9.26E-04,5.83E-01
YDR413C,YDR413C,0.319,-0.683,0.916,7.47E-04,2.70E-05,2.93E-03
YFR015C,GSY1,-0.191,0.676,-0.648,2.63E-05,1.49E-09,1.57E-13
YHR197W,YHR197W,0.155,-0.933,0,1.91E-02,2.02E-05,4.58E-01
YIL145C,YIL145C,-0.163,-0.135,-0.064,9.82E-04,2.56E-02,5.12E-01
YER036C,YER036C,-0.084,-0.379,0.034,8.40E-02,1.80E-05,7.02E-01
YPL223C,GRE1,0.115,0.576,1.175,2.66E-01,3.32E-08,1.05E-08
YGL187C,COX4,0.007,0.291,-0.329,8.52E-01,1.83E-06,4.48E-08
YLR114C,YLR114C,0.167,-0.171,0.28,9.68E-04,6.10E-03,1.52E-03
YBR099C,YBR099C,-0.09,0.133,0.2,7.06E-01,6.41E-01,5.37E-01
YNL265C,YNL265C,0.2,0.246,-0.207,3.92E-04,2.24E-05,7.92E-04
YJR083C,YJR083C,0.155,-0.116,0.233,2.57E-02,2.97E-01,6.87E-02
YJR156C,THI11,0.032,0.247,-0.196,7.27E-01,7.52E-03,2.75E-01
YEL004W,YEA4,-0.092,0.006,0.14,1.08E-01,9.50E-01,2.50E-01
YHR198C,YHR198C,-0.053,0.401,-0.379,2.02E-01,1.93E-07,5.43E-08
YCL046W,YCL046W,-0.116,-0.261,0.121,4.40E-02,5.29E-03,3.92E-01
YKL030W,YKL030W,-0.241,-0.896,0.031,8.67E-05,1.86E-07,8.99E-01
YJL051W,YJL051W,-0.102,-0.052,-0.085,1.43E-01,5.46E-01,5.19E-01
YDR340W,YDR340W,-0.248,-0.017,-0.286,1.74E-05,7.25E-01,8.77E-07
YIL072W,HOP1,-0.072,-0.01,0.327,4.49E-01,9.54E-01,1.31E-01
YMR020W,FMS1,-0.28,-0.01,0.154,1.35E-06,8.67E-01,5.45E-02
YPL150W,YPL150W,0.202,0.868,0,4.21E-01,5.96E-05,5.69E-01
YEL005C,VAB31,-0.119,0.072,-0.058,9.99E-03,2.74E-01,6.16E-01
YDR057W,YDR057W,0.015,-0.021,0.255,7.08E-01,7.19E-01,7.28E-03
YLR041W,YLR041W,-0.238,-0.25,0,4.67E-01,2.39E-01,1.00E+00
YKR062W,TFA2,0.188,-0.102,0.276,3.81E-04,1.05E-01,2.65E-02
YLL010C,YLL010C,0.106,0.004,-0.001,1.61E-02,9.32E-01,9.79E-01
YCL047C,YCL047C,-0.161,-0.187,-0.197,1.15E-03,4.02E-03,4.45E-02
YNL192W,CHS1,-0.567,-0.245,-0.15,5.00E-09,5.81E-03,1.43E-01
YKL104C,GFA1,-0.362,-0.035,-0.347,7.94E-09,4.10E-01,1.69E-08
YJL125C,GCD14,0.273,-0.726,0.489,1.20E-05,1.29E-05,2.13E-02
YDR341C,YDR341C,-0.318,-0.365,-0.517,1.77E-06,2.60E-06,9.88E-10
YIL073C,SPO22,-0.248,0,0,4.76E-01,1.00E+00,1.00E+00
YFR016C,YFR016C,0.187,-0.087,0.329,1.21E-04,1.87E-01,7.36E-03
YDR414C,ERD1,-0.241,-0.049,-0.547,3.43E-05,5.57E-01,3.92E-07
YIL146C,ECM37,0.256,0.239,0.21,7.51E-05,9.22E-05,7.83E-02
YPR182W,SMX3,0.184,0.132,0.086,1.19E-02,6.59E-02,4.70E-01
YMR021C,MAC1,0.022,-0.032,0.066,6.12E-01,5.92E-01,5.41E-01
YPL151C,PRP46,0.094,0.018,0.314,1.09E-01,9.26E-01,1.98E-02
YDR058C,TGL2,0.018,-0.023,0.025,6.89E-01,6.81E-01,7.84E-01
YOR276W,CAF20,-0.13,-0.274,0.167,1.63E-02,4.55E-05,3.20E-02
YPL224C,MMT2,-0.16,0.073,-0.178,3.86E-04,1.12E-01,1.59E-02
YLR042C,YLR042C,-0.009,-0.65,-0.106,9.32E-01,1.50E-02,3.71E-01
YGL188C,YGL188C,-0.031,0.262,-0.463,4.35E-01,6.80E-06,3.06E-06
YOR349W,CIN1,0.403,0.379,0.031,1.60E-01,5.30E-02,2.10E-01
YKR063C,LAS1,0.206,-0.291,0.489,1.61E-04,6.49E-03,1.50E-03
YNL339C,YRF1-6,0.018,-0.087,-0.366,6.58E-01,8.33E-02,3.10E-07
YDL026W,YDL026W,-0.273,0.197,0.019,7.10E-05,1.23E-02,8.74E-01
YHR199C,YHR199C,-0.17,0.155,0.023,5.36E-04,2.34E-03,7.36E-01
YKL031W,YKL031W,-0.273,-0.188,0.304,1.92E-03,2.83E-01,1.84E-01
YBL068W,PRS4,-0.036,-0.216,0.069,4.14E-01,1.13E-03,4.75E-01
YJL052W,TDH1,-0.714,0.566,-0.636,3.41E-11,1.30E-05,8.16E-13
YOR277C,YOR277C,-0.034,-0.272,0.407,4.70E-01,9.58E-04,8.67E-03
YER037W,YER037W,-0.006,-0.129,0.188,9.10E-01,2.27E-01,2.59E-01
YLR115W,CFT2,0.149,-0.262,0.278,8.43E-03,2.42E-01,4.04E-02
YDL027C,YDL027C,-0.106,0.146,-0.248,8.28E-03,2.41E-03,4.71E-05
YCR079W,YCR079W,-0.126,0.334,-0.111,4.01E-03,1.87E-05,1.20E-01
YAL058C-A,YAL058C-A,-0.02,-0.359,0.277,8.70E-01,2.20E-01,4.12E-01
YNL193W,YNL193W,-0.036,0.05,-0.155,4.74E-01,4.24E-01,1.75E-01
YNL266W,YNL266W,0.004,-0.08,0.143,9.42E-01,3.66E-01,2.58E-01
YJR084W,YJR084W,0.043,-0.062,0.17,3.95E-01,3.55E-01,1.42E-01
YKL032C,IXR1,0.069,0.154,-0.502,1.05E-01,3.97E-03,2.80E-08
YKL105C,YKL105C,0.127,0,0,4.59E-03,1.00E+00,1.00E+00
YJR157W,YJR157W,-0.273,-0.261,0.143,1.34E-02,4.83E-01,3.98E-01
YDR342C,HXT7,0.336,0.986,-0.611,1.07E-06,4.33E-11,5.34E-14
YDR415C,YDR415C,-0.094,-0.119,-0.358,2.94E-02,2.15E-01,2.67E-04
YIL074C,SER33,-0.444,-0.565,0.393,4.94E-09,2.66E-05,2.27E-02
YFR017C,YFR017C,-0.084,0.161,-0.584,9.71E-02,9.53E-04,3.03E-08
YNR001C,CIT1,0.229,0.304,-0.168,2.12E-05,1.22E-05,7.60E-03
YIL147C,SLN1,-0.015,0.013,0.055,8.38E-01,8.93E-01,6.92E-01
YPR183W,DPM1,-0.159,0.116,-0.403,5.74E-04,9.34E-03,5.29E-10
YER038C,YER038C,-0.006,-0.082,0.135,9.08E-01,3.27E-01,3.12E-01
YDR059C,UBC5,0.097,0.169,0.107,1.83E-02,2.71E-03,8.99E-02
YGL189C,RPS26A,-0.243,-0.328,-0.244,1.33E-05,5.13E-06,2.16E-05
YLR043C,TRX1,-0.193,0.092,-0.311,3.08E-05,8.20E-02,2.22E-04
YNL194C,YNL194C,0.175,1.116,-0.421,8.39E-03,1.19E-07,4.81E-07
YJR085C,YJR085C,0.048,0.301,-0.225,3.06E-01,7.40E-06,6.46E-04
YLL011W,SOF1,0.401,-0.981,0.654,7.76E-06,2.58E-06,6.19E-03
YCL048W,YCL048W,-0.149,-0.344,-0.15,2.06E-01,3.42E-01,5.76E-01
YBL069W,AST1,-0.272,-0.487,-0.026,1.94E-06,7.00E-06,8.74E-01
YJL053W,PEP8,-0.168,0.016,-0.151,1.03E-04,7.47E-01,5.05E-02
YJL126W,NIT2,-0.018,-0.17,-0.003,7.99E-01,1.39E-01,1.00E+00
YMR022W,UBC7,-0.112,0.177,-0.221,2.94E-02,5.29E-03,2.12E-02
YPL152W,RRD2,0.203,0.228,0.034,5.27E-03,7.68E-03,7.87E-01
YPL225W,YPL225W,-0.022,-0.127,0.183,6.10E-01,2.41E-02,4.87E-02
YDL028C,MPS1,0.23,0.345,0.354,4.14E-04,2.72E-04,1.46E-02
YLR116W,MSL5,0.015,-0.03,0.101,7.49E-01,6.06E-01,3.58E-01
YKR064W,YKR064W,0.009,-0.311,0.198,8.47E-01,1.89E-04,1.03E-01
YCL049C,YCL049C,-0.226,0.12,-0.483,7.18E-06,9.78E-03,1.35E-07
YNL267W,PIK1,0.032,-0.235,0.07,5.70E-01,2.10E-01,6.76E-01
YJR158W,HXT16,0.043,0.267,-0.054,2.74E-01,1.78E-05,4.19E-01
YDR343C,HXT6,0.336,0.986,-0.71,1.13E-06,2.14E-11,3.69E-15
YJL127C,SPT10,0.196,-0.416,0.373,2.53E-02,6.33E-02,6.18E-02
YFR018C,YFR018C,-0.04,-0.098,0.277,3.98E-01,2.17E-01,3.35E-01
YIL075C,RPN2,0.022,0.061,0.048,5.32E-01,1.27E-01,4.65E-01
YNR002C,YNR002C,0.875,0.714,0.681,5.15E-11,9.78E-09,1.06E-06
YPR184W,YPR184W,0.154,0.404,-0.241,1.71E-03,6.11E-07,4.77E-03
YER039C,HVG1,-0.264,-0.015,-0.194,1.31E-04,8.50E-01,2.20E-01
YPL080C,YPL080C,-0.094,-0.526,0,5.91E-01,4.74E-02,3.48E-01
YMR023C,MSS1,-0.042,-0.055,-0.017,4.88E-01,4.57E-01,9.04E-01
YPL153C,RAD53,-0.11,0.225,0,7.41E-01,5.96E-01,6.84E-01
YOR278W,HEM4,-0.065,-0.037,-0.474,1.20E-01,4.83E-01,1.54E-07
YLR044C,PDC1,-0.62,-0.071,-0.184,6.95E-11,2.38E-01,6.44E-03
YLR117C,SYF3,0.326,-0.234,0.712,7.62E-07,4.84E-03,6.89E-06
YKR065C,YKR065C,-0.043,0.224,-0.322,2.87E-01,1.65E-04,1.21E-04
YNL195C,YNL195C,-0.111,1.13,-0.195,6.94E-02,3.54E-10,4.69E-02
YEL007W,YEL007W,0.107,-0.231,-0.014,4.95E-01,2.59E-01,5.43E-01
YLL012W,YLL012W,-0.031,-0.546,0.377,6.55E-01,7.11E-05,2.39E-02
YKL033W,YKL033W,-0.165,0.032,-0.467,5.54E-01,8.11E-01,1.70E-01
YKL106W,AAT1,0.124,-0.965,0.654,1.60E-02,4.71E-06,5.87E-03
YDR270W,CCC2,0.385,0.219,0.678,3.49E-07,3.15E-02,3.52E-05
YOR279C,YOR279C,0,-0.102,0.262,5.32E-01,6.67E-01,8.69E-02
YJL054W,TIM54,0.006,-0.284,0.286,9.15E-01,3.65E-04,5.40E-02
YDR416W,SYF1,0.032,-1.136,0.198,7.91E-01,2.34E-02,5.68E-01
YLR400W,YLR400W,0.066,-0.361,-0.144,6.92E-01,3.33E-01,7.25E-01
YIL148W,RPL40A,-0.304,-0.211,-0.055,3.27E-05,1.91E-03,3.31E-01
YPL226W,YPL226W,-0.169,-0.25,-0.151,1.25E-03,5.83E-02,4.19E-01
YLL013C,YLL013C,0.074,0.091,0.098,7.22E-02,3.24E-02,9.21E-02
YNL268W,LYP1,0.241,-0.067,0.352,1.31E-05,2.87E-01,2.69E-05
YJR086W,STE18,0.051,-0.058,0.078,2.38E-01,2.76E-01,3.78E-01
YJR159W,SOR1,-0.176,-0.035,-0.071,8.21E-03,7.68E-01,7.94E-01
YDR271C,YDR271C,0.239,-0.176,0.022,5.55E-02,3.74E-01,9.29E-01
YDR344C,YDR344C,-0.433,-0.124,0.018,1.50E-04,7.25E-01,7.58E-01
YJL128C,PBS2,0.009,-0.157,0.108,8.34E-01,1.58E-02,1.60E-01
YDR417C,YDR417C,-0.348,-0.408,-0.055,2.63E-07,6.86E-06,4.73E-01
YLR401C,YLR401C,0.165,-0.498,0.363,2.67E-03,8.19E-06,3.69E-02
YIL149C,YIL149C,-0.068,0.171,-0.207,2.94E-01,8.08E-02,2.68E-01
YNR003C,RPC34,0.067,-0.237,0.327,2.55E-01,2.11E-01,1.17E-01
YPR185W,APG13,0.043,0.027,0.003,2.53E-01,5.42E-01,9.64E-01
YPL154C,PEP4,-0.015,0.126,-0.06,6.78E-01,4.00E-03,3.44E-01
YLR045C,STU2,0.278,-0.197,0.298,8.77E-06,1.13E-01,4.25E-02
YPL227C,ALG5,-0.08,-0.281,-0.166,8.55E-02,4.60E-02,1.40E-01
YLR118C,YLR118C,-0.22,-0.053,-0.163,1.08E-04,2.94E-01,8.38E-02
YKR066C,CCP1,0.108,0.161,-0.276,1.58E-02,6.40E-04,2.95E-06
YNL196C,SLZ1,-0.1,-0.074,0.127,4.18E-01,7.30E-01,5.47E-01
YEL008W,YEL008W,-0.194,-0.316,0.159,3.04E-01,3.06E-01,4.38E-01
YDL029W,ARP2,0.051,-0.129,-0.329,1.66E-01,2.08E-02,3.51E-06
YPR186C,PZF1,0.138,0.612,0.842,7.88E-02,2.85E-04,4.33E-04
YKL034W,YKL034W,-0.131,0.273,-0.148,4.69E-03,4.84E-06,2.15E-02
YKL107W,YKL107W,-0.268,0.062,0.488,3.64E-02,8.57E-01,1.32E-01
YJL055W,YJL055W,-0.049,-0.021,0.077,2.08E-01,6.12E-01,2.62E-01
YIL076W,SEC28,-0.021,-0.195,0.025,5.80E-01,1.91E-03,7.09E-01
YPL081W,RPS9A,-0.311,-0.4,-0.004,1.30E-06,1.82E-06,9.50E-01
YMR024W,MRPL3,-0.054,-0.129,-0.073,1.84E-01,3.87E-02,4.81E-01
YEL009C,GCN4,0.035,0.032,-0.031,3.31E-01,4.17E-01,5.56E-01
YJR087W,YJR087W,0.107,-0.003,-0.038,1.49E-02,9.50E-01,7.17E-01
YNL269W,YNL269W,-0.021,-0.018,-0.086,9.32E-01,6.73E-01,7.59E-01
YJL056C,ZAP1,-0.077,-0.231,0.303,5.45E-01,1.25E-01,2.55E-01
YDR345C,HXT3,0.318,0.956,-0.539,3.33E-06,1.92E-10,3.02E-11
YJL129C,TRK1,-0.091,-0.088,-0.111,6.30E-02,3.37E-01,4.81E-01
YIL077C,YIL077C,0.129,0.328,0.002,4.73E-03,7.20E-06,1.00E+00
YPL082C,MOT1,0.275,0.315,0.162,1.54E-01,6.86E-04,4.60E-01
YPL155C,KIP2,-0.003,-0.117,0.098,9.59E-01,3.94E-01,5.60E-01
YLR046C,YLR046C,0.077,-0.387,0,5.31E-01,2.33E-01,5.13E-01
YDL240W,LRG1,0.098,0.042,-0.23,7.04E-02,6.58E-01,1.23E-01
YNL197C,WHI3,0.083,0.237,-0.504,5.04E-02,7.91E-05,4.53E-08
YJR088C,YJR088C,0.167,-0.057,0.079,6.82E-04,3.89E-01,4.21E-01
YLL014W,YLL014W,-0.311,-0.102,-0.402,7.34E-03,3.79E-01,4.80E-02
YKL035W,UGP1,-0.687,0.374,-0.971,2.92E-10,1.34E-05,8.37E-19
YKL108W,SLD2,0.052,-0.247,0.339,4.58E-01,6.02E-02,8.26E-02
YDR272W,GLO2,0.117,0.005,0.227,7.59E-03,9.08E-01,7.92E-03
YDR418W,RPL12B,-0.295,-0.365,-0.03,1.11E-05,5.02E-06,5.65E-01
YLR402W,YLR402W,-0.023,-0.151,0.311,8.47E-01,5.06E-01,2.41E-01
YNR004W,YNR004W,-0.124,-0.152,0.195,1.93E-01,3.94E-01,2.86E-01
YMR025W,YMR025W,0.125,-0.745,0.644,5.18E-02,6.11E-04,5.29E-03
YPL228W,CET1,0.228,0.118,0.417,4.74E-05,1.44E-01,8.95E-04
YGR210C,YGR210C,-0.067,-0.362,0.003,8.09E-02,3.34E-04,9.79E-01
YLR119W,SRN2,0.03,-0.249,0.277,7.15E-01,1.19E-01,1.68E-01
YKR067W,YKR067W,0.234,0.277,-0.073,9.05E-05,9.45E-06,4.12E-01
YKL036C,YKL036C,-0.608,0.491,-0.84,1.06E-09,4.47E-07,1.96E-14
YJL057C,IKS1,-0.204,0.219,-0.046,1.25E-04,2.75E-03,6.18E-01
YDR346C,YDR346C,-0.064,-0.264,0.024,9.38E-02,1.16E-03,7.39E-01
YNR005C,YNR005C,0.04,-0.081,0.373,5.93E-01,6.14E-01,1.75E-02
YPR187W,RPO26,0.012,-0.386,0.416,8.07E-01,9.30E-06,4.34E-06
